,lat,lon
21516,68.0,118.0
21517,69.0,118.0
21518,70.0,118.0
21519,71.0,118.0
21520,72.0,118.0
21539,-90.0,119.0
21540,-89.0,119.0
21541,-88.0,119.0
21542,-87.0,119.0
21543,-86.0,119.0
21544,-85.0,119.0
21545,-84.0,119.0
21546,-83.0,119.0
21547,-82.0,119.0
21548,-81.0,119.0
21549,-80.0,119.0
21550,-79.0,119.0
21551,-78.0,119.0
21552,-77.0,119.0
21553,-76.0,119.0
21554,-75.0,119.0
21555,-74.0,119.0
21556,-73.0,119.0
21557,-72.0,119.0
21558,-71.0,119.0
21559,-70.0,119.0
21560,-69.0,119.0
21561,-68.0,119.0
21562,-67.0,119.0
21595,-34.0,119.0
21596,-33.0,119.0
21597,-32.0,119.0
21598,-31.0,119.0
21599,-30.0,119.0
21600,-29.0,119.0
21601,-28.0,119.0
21602,-27.0,119.0
21603,-26.0,119.0
21604,-25.0,119.0
21605,-24.0,119.0
21606,-23.0,119.0
21607,-22.0,119.0
21608,-21.0,119.0
21609,-20.0,119.0
21654,25.0,119.0
21655,26.0,119.0
21656,27.0,119.0
21657,28.0,119.0
21658,29.0,119.0
21659,30.0,119.0
21660,31.0,119.0
21661,32.0,119.0
21662,33.0,119.0
21663,34.0,119.0
21664,35.0,119.0
21665,36.0,119.0
21666,37.0,119.0
21667,38.0,119.0
21668,39.0,119.0
21669,40.0,119.0
21670,41.0,119.0
21671,42.0,119.0
21672,43.0,119.0
21673,44.0,119.0
21674,45.0,119.0
21675,46.0,119.0
21676,47.0,119.0
21677,48.0,119.0
21678,49.0,119.0
21679,50.0,119.0
21680,51.0,119.0
21681,52.0,119.0
21682,53.0,119.0
21683,54.0,119.0
21684,55.0,119.0
21685,56.0,119.0
21686,57.0,119.0
21687,58.0,119.0
21688,59.0,119.0
21689,60.0,119.0
21690,61.0,119.0
21691,62.0,119.0
21692,63.0,119.0
21693,64.0,119.0
21694,65.0,119.0
21695,66.0,119.0
21696,67.0,119.0
21697,68.0,119.0
21698,69.0,119.0
21699,70.0,119.0
21700,71.0,119.0
21701,72.0,119.0
21702,73.0,119.0
21720,-90.0,120.0
21721,-89.0,120.0
21722,-88.0,120.0
21723,-87.0,120.0
21724,-86.0,120.0
21725,-85.0,120.0
21726,-84.0,120.0
21727,-83.0,120.0
21728,-82.0,120.0
21729,-81.0,120.0
21730,-80.0,120.0
21731,-79.0,120.0
21732,-78.0,120.0
21733,-77.0,120.0
21734,-76.0,120.0
21735,-75.0,120.0
21736,-74.0,120.0
21737,-73.0,120.0
21738,-72.0,120.0
21739,-71.0,120.0
21740,-70.0,120.0
21741,-69.0,120.0
21742,-68.0,120.0
21743,-67.0,120.0
21776,-34.0,120.0
21777,-33.0,120.0
21778,-32.0,120.0
21779,-31.0,120.0
21780,-30.0,120.0
21781,-29.0,120.0
21782,-28.0,120.0
21783,-27.0,120.0
21784,-26.0,120.0
21785,-25.0,120.0
21786,-24.0,120.0
21787,-23.0,120.0
21788,-22.0,120.0
21789,-21.0,120.0
21790,-20.0,120.0
21806,-4.0,120.0
21808,-2.0,120.0
21809,-1.0,120.0
21838,28.0,120.0
21839,29.0,120.0
21840,30.0,120.0
21841,31.0,120.0
21842,32.0,120.0
21843,33.0,120.0
21844,34.0,120.0
21849,39.0,120.0
21850,40.0,120.0
21851,41.0,120.0
21852,42.0,120.0
21853,43.0,120.0
21854,44.0,120.0
21855,45.0,120.0
21856,46.0,120.0
21857,47.0,120.0
21858,48.0,120.0
21859,49.0,120.0
21860,50.0,120.0
21861,51.0,120.0
21862,52.0,120.0
21863,53.0,120.0
21864,54.0,120.0
21865,55.0,120.0
21866,56.0,120.0
21867,57.0,120.0
21868,58.0,120.0
21869,59.0,120.0
21870,60.0,120.0
21871,61.0,120.0
21872,62.0,120.0
21873,63.0,120.0
21874,64.0,120.0
21875,65.0,120.0
21876,66.0,120.0
21877,67.0,120.0
21878,68.0,120.0
21879,69.0,120.0
21880,70.0,120.0
21881,71.0,120.0
21882,72.0,120.0
21901,-90.0,121.0
21902,-89.0,121.0
21903,-88.0,121.0
21904,-87.0,121.0
21905,-86.0,121.0
21906,-85.0,121.0
21907,-84.0,121.0
21908,-83.0,121.0
21909,-82.0,121.0
21910,-81.0,121.0
21911,-80.0,121.0
21912,-79.0,121.0
21913,-78.0,121.0
21914,-77.0,121.0
21915,-76.0,121.0
21916,-75.0,121.0
21917,-74.0,121.0
21918,-73.0,121.0
21919,-72.0,121.0
21920,-71.0,121.0
21921,-70.0,121.0
21922,-69.0,121.0
21923,-68.0,121.0
21924,-67.0,121.0
21958,-33.0,121.0
21959,-32.0,121.0
21960,-31.0,121.0
21961,-30.0,121.0
21962,-29.0,121.0
21963,-28.0,121.0
21964,-27.0,121.0
21965,-26.0,121.0
21966,-25.0,121.0
21967,-24.0,121.0
21968,-23.0,121.0
21969,-22.0,121.0
21970,-21.0,121.0
21971,-20.0,121.0
21986,-5.0,121.0
21987,-4.0,121.0
21988,-3.0,121.0
21989,-2.0,121.0
21990,-1.0,121.0
22006,15.0,121.0
22007,16.0,121.0
22020,29.0,121.0
22021,30.0,121.0
22022,31.0,121.0
22023,32.0,121.0
22024,33.0,121.0
22031,40.0,121.0
22032,41.0,121.0
22033,42.0,121.0
22034,43.0,121.0
22035,44.0,121.0
22036,45.0,121.0
22037,46.0,121.0
22038,47.0,121.0
22039,48.0,121.0
22040,49.0,121.0
22041,50.0,121.0
22042,51.0,121.0
22043,52.0,121.0
22044,53.0,121.0
22045,54.0,121.0
22046,55.0,121.0
22047,56.0,121.0
22048,57.0,121.0
22049,58.0,121.0
22050,59.0,121.0
22051,60.0,121.0
22052,61.0,121.0
22053,62.0,121.0
22054,63.0,121.0
22055,64.0,121.0
22056,65.0,121.0
22057,66.0,121.0
22058,67.0,121.0
22059,68.0,121.0
22060,69.0,121.0
22061,70.0,121.0
22062,71.0,121.0
22063,72.0,121.0
22082,-90.0,122.0
22083,-89.0,122.0
22084,-88.0,122.0
22085,-87.0,122.0
22086,-86.0,122.0
22087,-85.0,122.0
22088,-84.0,122.0
22089,-83.0,122.0
22090,-82.0,122.0
22091,-81.0,122.0
22092,-80.0,122.0
22093,-79.0,122.0
22094,-78.0,122.0
22095,-77.0,122.0
22096,-76.0,122.0
22097,-75.0,122.0
22098,-74.0,122.0
22099,-73.0,122.0
22100,-72.0,122.0
22101,-71.0,122.0
22102,-70.0,122.0
22103,-69.0,122.0
22104,-68.0,122.0
22105,-67.0,122.0
22139,-33.0,122.0
22140,-32.0,122.0
22141,-31.0,122.0
22142,-30.0,122.0
22143,-29.0,122.0
22144,-28.0,122.0
22145,-27.0,122.0
22146,-26.0,122.0
22147,-25.0,122.0
22148,-24.0,122.0
22149,-23.0,122.0
22150,-22.0,122.0
22151,-21.0,122.0
22152,-20.0,122.0
22153,-19.0,122.0
22170,-2.0,122.0
22204,32.0,122.0
22212,40.0,122.0
22213,41.0,122.0
22214,42.0,122.0
22215,43.0,122.0
22216,44.0,122.0
22217,45.0,122.0
22218,46.0,122.0
22219,47.0,122.0
22220,48.0,122.0
22221,49.0,122.0
22222,50.0,122.0
22223,51.0,122.0
22224,52.0,122.0
22225,53.0,122.0
22226,54.0,122.0
22227,55.0,122.0
22228,56.0,122.0
22229,57.0,122.0
22230,58.0,122.0
22231,59.0,122.0
22232,60.0,122.0
22233,61.0,122.0
22234,62.0,122.0
22235,63.0,122.0
22236,64.0,122.0
22237,65.0,122.0
22238,66.0,122.0
22239,67.0,122.0
22240,68.0,122.0
22241,69.0,122.0
22242,70.0,122.0
22243,71.0,122.0
22244,72.0,122.0
22245,73.0,122.0
22263,-90.0,123.0
22264,-89.0,123.0
22265,-88.0,123.0
22266,-87.0,123.0
22267,-86.0,123.0
22268,-85.0,123.0
22269,-84.0,123.0
22270,-83.0,123.0
22271,-82.0,123.0
22272,-81.0,123.0
22273,-80.0,123.0
22274,-79.0,123.0
22275,-78.0,123.0
22276,-77.0,123.0
22277,-76.0,123.0
22278,-75.0,123.0
22279,-74.0,123.0
22280,-73.0,123.0
22281,-72.0,123.0
22282,-71.0,123.0
22283,-70.0,123.0
22284,-69.0,123.0
22285,-68.0,123.0
22286,-67.0,123.0
22320,-33.0,123.0
22321,-32.0,123.0
22322,-31.0,123.0
22323,-30.0,123.0
22324,-29.0,123.0
22325,-28.0,123.0
22326,-27.0,123.0
22327,-26.0,123.0
22328,-25.0,123.0
22329,-24.0,123.0
22330,-23.0,123.0
22331,-22.0,123.0
22332,-21.0,123.0
22333,-20.0,123.0
22334,-19.0,123.0
22335,-18.0,123.0
22393,40.0,123.0
22394,41.0,123.0
22395,42.0,123.0
22396,43.0,123.0
22397,44.0,123.0
22398,45.0,123.0
22399,46.0,123.0
22400,47.0,123.0
22401,48.0,123.0
22402,49.0,123.0
22403,50.0,123.0
22404,51.0,123.0
22405,52.0,123.0
22406,53.0,123.0
22407,54.0,123.0
22408,55.0,123.0
22409,56.0,123.0
22410,57.0,123.0
22411,58.0,123.0
22412,59.0,123.0
22413,60.0,123.0
22414,61.0,123.0
22415,62.0,123.0
22416,63.0,123.0
22417,64.0,123.0
22418,65.0,123.0
22419,66.0,123.0
22420,67.0,123.0
22421,68.0,123.0
22422,69.0,123.0
22423,70.0,123.0
22424,71.0,123.0
22425,72.0,123.0
22426,73.0,123.0
22444,-90.0,124.0
22445,-89.0,124.0
22446,-88.0,124.0
22447,-87.0,124.0
22448,-86.0,124.0
22449,-85.0,124.0
22450,-84.0,124.0
22451,-83.0,124.0
22452,-82.0,124.0
22453,-81.0,124.0
22454,-80.0,124.0
22455,-79.0,124.0
22456,-78.0,124.0
22457,-77.0,124.0
22458,-76.0,124.0
22459,-75.0,124.0
22460,-74.0,124.0
22461,-73.0,124.0
22462,-72.0,124.0
22463,-71.0,124.0
22464,-70.0,124.0
22465,-69.0,124.0
22466,-68.0,124.0
22467,-67.0,124.0
22501,-33.0,124.0
22502,-32.0,124.0
22503,-31.0,124.0
22504,-30.0,124.0
22505,-29.0,124.0
22506,-28.0,124.0
22507,-27.0,124.0
22508,-26.0,124.0
22509,-25.0,124.0
22510,-24.0,124.0
22511,-23.0,124.0
22512,-22.0,124.0
22513,-21.0,124.0
22514,-20.0,124.0
22515,-19.0,124.0
22516,-18.0,124.0
22517,-17.0,124.0
22541,7.0,124.0
22543,9.0,124.0
22544,10.0,124.0
22574,40.0,124.0
22575,41.0,124.0
22576,42.0,124.0
22577,43.0,124.0
22578,44.0,124.0
22579,45.0,124.0
22580,46.0,124.0
22581,47.0,124.0
22582,48.0,124.0
22583,49.0,124.0
22584,50.0,124.0
22585,51.0,124.0
22586,52.0,124.0
22587,53.0,124.0
22588,54.0,124.0
22589,55.0,124.0
22590,56.0,124.0
22591,57.0,124.0
22592,58.0,124.0
22593,59.0,124.0
22594,60.0,124.0
22595,61.0,124.0
22596,62.0,124.0
22597,63.0,124.0
22598,64.0,124.0
22599,65.0,124.0
22600,66.0,124.0
22601,67.0,124.0
22602,68.0,124.0
22603,69.0,124.0
22604,70.0,124.0
22605,71.0,124.0
22606,72.0,124.0
22607,73.0,124.0
22625,-90.0,125.0
22626,-89.0,125.0
22627,-88.0,125.0
22628,-87.0,125.0
22629,-86.0,125.0
22630,-85.0,125.0
22631,-84.0,125.0
22632,-83.0,125.0
22633,-82.0,125.0
22634,-81.0,125.0
22635,-80.0,125.0
22636,-79.0,125.0
22637,-78.0,125.0
22638,-77.0,125.0
22639,-76.0,125.0
22640,-75.0,125.0
22641,-74.0,125.0
22642,-73.0,125.0
22643,-72.0,125.0
22644,-71.0,125.0
22645,-70.0,125.0
22646,-69.0,125.0
22647,-68.0,125.0
22648,-67.0,125.0
22683,-32.0,125.0
22684,-31.0,125.0
22685,-30.0,125.0
22686,-29.0,125.0
22687,-28.0,125.0
22688,-27.0,125.0
22689,-26.0,125.0
22690,-25.0,125.0
22691,-24.0,125.0
22692,-23.0,125.0
22693,-22.0,125.0
22694,-21.0,125.0
22695,-20.0,125.0
22696,-19.0,125.0
22697,-18.0,125.0
22698,-17.0,125.0
22699,-16.0,125.0
22754,39.0,125.0
22755,40.0,125.0
22756,41.0,125.0
22757,42.0,125.0
22758,43.0,125.0
22759,44.0,125.0
22760,45.0,125.0
22761,46.0,125.0
22762,47.0,125.0
22763,48.0,125.0
22764,49.0,125.0
22765,50.0,125.0
22766,51.0,125.0
22767,52.0,125.0
22768,53.0,125.0
22769,54.0,125.0
22770,55.0,125.0
22771,56.0,125.0
22772,57.0,125.0
22773,58.0,125.0
22774,59.0,125.0
22775,60.0,125.0
22776,61.0,125.0
22777,62.0,125.0
22778,63.0,125.0
22779,64.0,125.0
22780,65.0,125.0
22781,66.0,125.0
22782,67.0,125.0
22783,68.0,125.0
22784,69.0,125.0
22785,70.0,125.0
22786,71.0,125.0
22787,72.0,125.0
22788,73.0,125.0
22806,-90.0,126.0
22807,-89.0,126.0
22808,-88.0,126.0
22809,-87.0,126.0
22810,-86.0,126.0
22811,-85.0,126.0
22812,-84.0,126.0
22813,-83.0,126.0
22814,-82.0,126.0
22815,-81.0,126.0
22816,-80.0,126.0
22817,-79.0,126.0
22818,-78.0,126.0
22819,-77.0,126.0
22820,-76.0,126.0
22821,-75.0,126.0
22822,-74.0,126.0
22823,-73.0,126.0
22824,-72.0,126.0
22825,-71.0,126.0
22826,-70.0,126.0
22827,-69.0,126.0
22828,-68.0,126.0
22829,-67.0,126.0
22864,-32.0,126.0
22865,-31.0,126.0
22866,-30.0,126.0
22867,-29.0,126.0
22868,-28.0,126.0
22869,-27.0,126.0
22870,-26.0,126.0
22871,-25.0,126.0
22872,-24.0,126.0
22873,-23.0,126.0
22874,-22.0,126.0
22875,-21.0,126.0
22876,-20.0,126.0
22877,-19.0,126.0
22878,-18.0,126.0
22879,-17.0,126.0
22880,-16.0,126.0
22881,-15.0,126.0
22934,38.0,126.0
22935,39.0,126.0
22936,40.0,126.0
22937,41.0,126.0
22938,42.0,126.0
22939,43.0,126.0
22940,44.0,126.0
22941,45.0,126.0
22942,46.0,126.0
22943,47.0,126.0
22944,48.0,126.0
22945,49.0,126.0
22946,50.0,126.0
22947,51.0,126.0
22948,52.0,126.0
22949,53.0,126.0
22950,54.0,126.0
22951,55.0,126.0
22952,56.0,126.0
22953,57.0,126.0
22954,58.0,126.0
22955,59.0,126.0
22956,60.0,126.0
22957,61.0,126.0
22958,62.0,126.0
22959,63.0,126.0
22960,64.0,126.0
22961,65.0,126.0
22962,66.0,126.0
22963,67.0,126.0
22964,68.0,126.0
22965,69.0,126.0
22966,70.0,126.0
22967,71.0,126.0
22968,72.0,126.0
22969,73.0,126.0
22987,-90.0,127.0
22988,-89.0,127.0
22989,-88.0,127.0
22990,-87.0,127.0
22991,-86.0,127.0
22992,-85.0,127.0
22993,-84.0,127.0
22994,-83.0,127.0
22995,-82.0,127.0
22996,-81.0,127.0
22997,-80.0,127.0
22998,-79.0,127.0
22999,-78.0,127.0
23000,-77.0,127.0
23001,-76.0,127.0
23002,-75.0,127.0
23003,-74.0,127.0
23004,-73.0,127.0
23005,-72.0,127.0
23006,-71.0,127.0
23007,-70.0,127.0
23008,-69.0,127.0
23009,-68.0,127.0
23010,-67.0,127.0
23045,-32.0,127.0
23046,-31.0,127.0
23047,-30.0,127.0
23048,-29.0,127.0
23049,-28.0,127.0
23050,-27.0,127.0
23051,-26.0,127.0
23052,-25.0,127.0
23053,-24.0,127.0
23054,-23.0,127.0
23055,-22.0,127.0
23056,-21.0,127.0
23057,-20.0,127.0
23058,-19.0,127.0
23059,-18.0,127.0
23060,-17.0,127.0
23061,-16.0,127.0
23062,-15.0,127.0
23114,37.0,127.0
23115,38.0,127.0
23116,39.0,127.0
23117,40.0,127.0
23118,41.0,127.0
23119,42.0,127.0
23120,43.0,127.0
23121,44.0,127.0
23122,45.0,127.0
23123,46.0,127.0
23124,47.0,127.0
23125,48.0,127.0
23126,49.0,127.0
23127,50.0,127.0
23128,51.0,127.0
23129,52.0,127.0
23130,53.0,127.0
23131,54.0,127.0
23132,55.0,127.0
23133,56.0,127.0
23134,57.0,127.0
23135,58.0,127.0
23136,59.0,127.0
23137,60.0,127.0
23138,61.0,127.0
23139,62.0,127.0
23140,63.0,127.0
23141,64.0,127.0
23142,65.0,127.0
23143,66.0,127.0
23144,67.0,127.0
23145,68.0,127.0
23146,69.0,127.0
23147,70.0,127.0
23148,71.0,127.0
23149,72.0,127.0
23150,73.0,127.0
23168,-90.0,128.0
23169,-89.0,128.0
23170,-88.0,128.0
23171,-87.0,128.0
23172,-86.0,128.0
23173,-85.0,128.0
23174,-84.0,128.0
23175,-83.0,128.0
23176,-82.0,128.0
23177,-81.0,128.0
23178,-80.0,128.0
23179,-79.0,128.0
23180,-78.0,128.0
23181,-77.0,128.0
23182,-76.0,128.0
23183,-75.0,128.0
23184,-74.0,128.0
23185,-73.0,128.0
23186,-72.0,128.0
23187,-71.0,128.0
23188,-70.0,128.0
23189,-69.0,128.0
23190,-68.0,128.0
23191,-67.0,128.0
23226,-32.0,128.0
23227,-31.0,128.0
23228,-30.0,128.0
23229,-29.0,128.0
23230,-28.0,128.0
23231,-27.0,128.0
23232,-26.0,128.0
23233,-25.0,128.0
23234,-24.0,128.0
23235,-23.0,128.0
23236,-22.0,128.0
23237,-21.0,128.0
23238,-20.0,128.0
23239,-19.0,128.0
23240,-18.0,128.0
23241,-17.0,128.0
23242,-16.0,128.0
23243,-15.0,128.0
23297,39.0,128.0
23298,40.0,128.0
23299,41.0,128.0
23300,42.0,128.0
23301,43.0,128.0
23302,44.0,128.0
23303,45.0,128.0
23304,46.0,128.0
23305,47.0,128.0
23306,48.0,128.0
23307,49.0,128.0
23308,50.0,128.0
23309,51.0,128.0
23310,52.0,128.0
23311,53.0,128.0
23312,54.0,128.0
23313,55.0,128.0
23314,56.0,128.0
23315,57.0,128.0
23316,58.0,128.0
23317,59.0,128.0
23318,60.0,128.0
23319,61.0,128.0
23320,62.0,128.0
23321,63.0,128.0
23322,64.0,128.0
23323,65.0,128.0
23324,66.0,128.0
23325,67.0,128.0
23326,68.0,128.0
23327,69.0,128.0
23328,70.0,128.0
23329,71.0,128.0
23330,72.0,128.0
23349,-90.0,129.0
23350,-89.0,129.0
23351,-88.0,129.0
23352,-87.0,129.0
23353,-86.0,129.0
23354,-85.0,129.0
23355,-84.0,129.0
23356,-83.0,129.0
23357,-82.0,129.0
23358,-81.0,129.0
23359,-80.0,129.0
23360,-79.0,129.0
23361,-78.0,129.0
23362,-77.0,129.0
23363,-76.0,129.0
23364,-75.0,129.0
23365,-74.0,129.0
23366,-73.0,129.0
23367,-72.0,129.0
23368,-71.0,129.0
23369,-70.0,129.0
23370,-69.0,129.0
23371,-68.0,129.0
23372,-67.0,129.0
23408,-31.0,129.0
23409,-30.0,129.0
23410,-29.0,129.0
23411,-28.0,129.0
23412,-27.0,129.0
23413,-26.0,129.0
23414,-25.0,129.0
23415,-24.0,129.0
23416,-23.0,129.0
23417,-22.0,129.0
23418,-21.0,129.0
23419,-20.0,129.0
23420,-19.0,129.0
23421,-18.0,129.0
23422,-17.0,129.0
23423,-16.0,129.0
23424,-15.0,129.0
23481,42.0,129.0
23482,43.0,129.0
23483,44.0,129.0
23484,45.0,129.0
23485,46.0,129.0
23486,47.0,129.0
23487,48.0,129.0
23488,49.0,129.0
23489,50.0,129.0
23490,51.0,129.0
23491,52.0,129.0
23492,53.0,129.0
23493,54.0,129.0
23494,55.0,129.0
23495,56.0,129.0
23496,57.0,129.0
23497,58.0,129.0
23498,59.0,129.0
23499,60.0,129.0
23500,61.0,129.0
23501,62.0,129.0
23502,63.0,129.0
23503,64.0,129.0
23504,65.0,129.0
23505,66.0,129.0
23506,67.0,129.0
23507,68.0,129.0
23508,69.0,129.0
23509,70.0,129.0
23510,71.0,129.0
23511,72.0,129.0
23530,-90.0,130.0
23531,-89.0,130.0
23532,-88.0,130.0
23533,-87.0,130.0
23534,-86.0,130.0
23535,-85.0,130.0
23536,-84.0,130.0
23537,-83.0,130.0
23538,-82.0,130.0
23539,-81.0,130.0
23540,-80.0,130.0
23541,-79.0,130.0
23542,-78.0,130.0
23543,-77.0,130.0
23544,-76.0,130.0
23545,-75.0,130.0
23546,-74.0,130.0
23547,-73.0,130.0
23548,-72.0,130.0
23549,-71.0,130.0
23550,-70.0,130.0
23551,-69.0,130.0
23552,-68.0,130.0
23553,-67.0,130.0
23589,-31.0,130.0
23590,-30.0,130.0
23591,-29.0,130.0
23592,-28.0,130.0
23593,-27.0,130.0
23594,-26.0,130.0
23595,-25.0,130.0
23596,-24.0,130.0
23597,-23.0,130.0
23598,-22.0,130.0
23599,-21.0,130.0
23600,-20.0,130.0
23601,-19.0,130.0
23602,-18.0,130.0
23603,-17.0,130.0
23604,-16.0,130.0
23605,-15.0,130.0
23606,-14.0,130.0
23662,42.0,130.0
23663,43.0,130.0
23664,44.0,130.0
23665,45.0,130.0
23666,46.0,130.0
23667,47.0,130.0
23668,48.0,130.0
23669,49.0,130.0
23670,50.0,130.0
23671,51.0,130.0
23672,52.0,130.0
23673,53.0,130.0
23674,54.0,130.0
23675,55.0,130.0
23676,56.0,130.0
23677,57.0,130.0
23678,58.0,130.0
23679,59.0,130.0
23680,60.0,130.0
23681,61.0,130.0
23682,62.0,130.0
23683,63.0,130.0
23684,64.0,130.0
23685,65.0,130.0
23686,66.0,130.0
23687,67.0,130.0
23688,68.0,130.0
23689,69.0,130.0
23690,70.0,130.0
23691,71.0,130.0
23692,72.0,130.0
23711,-90.0,131.0
23712,-89.0,131.0
23713,-88.0,131.0
23714,-87.0,131.0
23715,-86.0,131.0
23716,-85.0,131.0
23717,-84.0,131.0
23718,-83.0,131.0
23719,-82.0,131.0
23720,-81.0,131.0
23721,-80.0,131.0
23722,-79.0,131.0
23723,-78.0,131.0
23724,-77.0,131.0
23725,-76.0,131.0
23726,-75.0,131.0
23727,-74.0,131.0
23728,-73.0,131.0
23729,-72.0,131.0
23730,-71.0,131.0
23731,-70.0,131.0
23732,-69.0,131.0
23733,-68.0,131.0
23734,-67.0,131.0
23770,-31.0,131.0
23771,-30.0,131.0
23772,-29.0,131.0
23773,-28.0,131.0
23774,-27.0,131.0
23775,-26.0,131.0
23776,-25.0,131.0
23777,-24.0,131.0
23778,-23.0,131.0
23779,-22.0,131.0
23780,-21.0,131.0
23781,-20.0,131.0
23782,-19.0,131.0
23783,-18.0,131.0
23784,-17.0,131.0
23785,-16.0,131.0
23786,-15.0,131.0
23787,-14.0,131.0
23788,-13.0,131.0
23844,43.0,131.0
23845,44.0,131.0
23846,45.0,131.0
23847,46.0,131.0
23848,47.0,131.0
23849,48.0,131.0
23850,49.0,131.0
23851,50.0,131.0
23852,51.0,131.0
23853,52.0,131.0
23854,53.0,131.0
23855,54.0,131.0
23856,55.0,131.0
23857,56.0,131.0
23858,57.0,131.0
23859,58.0,131.0
23860,59.0,131.0
23861,60.0,131.0
23862,61.0,131.0
23863,62.0,131.0
23864,63.0,131.0
23865,64.0,131.0
23866,65.0,131.0
23867,66.0,131.0
23868,67.0,131.0
23869,68.0,131.0
23870,69.0,131.0
23871,70.0,131.0
23872,71.0,131.0
23892,-90.0,132.0
23893,-89.0,132.0
23894,-88.0,132.0
23895,-87.0,132.0
23896,-86.0,132.0
23897,-85.0,132.0
23898,-84.0,132.0
23899,-83.0,132.0
23900,-82.0,132.0
23901,-81.0,132.0
23902,-80.0,132.0
23903,-79.0,132.0
23904,-78.0,132.0
23905,-77.0,132.0
23906,-76.0,132.0
23907,-75.0,132.0
23908,-74.0,132.0
23909,-73.0,132.0
23910,-72.0,132.0
23911,-71.0,132.0
23912,-70.0,132.0
23913,-69.0,132.0
23914,-68.0,132.0
23915,-67.0,132.0
23951,-31.0,132.0
23952,-30.0,132.0
23953,-29.0,132.0
23954,-28.0,132.0
23955,-27.0,132.0
23956,-26.0,132.0
23957,-25.0,132.0
23958,-24.0,132.0
23959,-23.0,132.0
23960,-22.0,132.0
23961,-21.0,132.0
23962,-20.0,132.0
23963,-19.0,132.0
23964,-18.0,132.0
23965,-17.0,132.0
23966,-16.0,132.0
23967,-15.0,132.0
23968,-14.0,132.0
23969,-13.0,132.0
23970,-12.0,132.0
24025,43.0,132.0
24026,44.0,132.0
24027,45.0,132.0
24028,46.0,132.0
24029,47.0,132.0
24030,48.0,132.0
24031,49.0,132.0
24032,50.0,132.0
24033,51.0,132.0
24034,52.0,132.0
24035,53.0,132.0
24036,54.0,132.0
24037,55.0,132.0
24038,56.0,132.0
24039,57.0,132.0
24040,58.0,132.0
24041,59.0,132.0
24042,60.0,132.0
24043,61.0,132.0
24044,62.0,132.0
24045,63.0,132.0
24046,64.0,132.0
24047,65.0,132.0
24048,66.0,132.0
24049,67.0,132.0
24050,68.0,132.0
24051,69.0,132.0
24052,70.0,132.0
24053,71.0,132.0
24054,72.0,132.0
24073,-90.0,133.0
24074,-89.0,133.0
24075,-88.0,133.0
24076,-87.0,133.0
24077,-86.0,133.0
24078,-85.0,133.0
24079,-84.0,133.0
24080,-83.0,133.0
24081,-82.0,133.0
24082,-81.0,133.0
24083,-80.0,133.0
24084,-79.0,133.0
24085,-78.0,133.0
24086,-77.0,133.0
24087,-76.0,133.0
24088,-75.0,133.0
24089,-74.0,133.0
24090,-73.0,133.0
24091,-72.0,133.0
24092,-71.0,133.0
24093,-70.0,133.0
24094,-69.0,133.0
24095,-68.0,133.0
24096,-67.0,133.0
24132,-31.0,133.0
24133,-30.0,133.0
24134,-29.0,133.0
24135,-28.0,133.0
24136,-27.0,133.0
24137,-26.0,133.0
24138,-25.0,133.0
24139,-24.0,133.0
24140,-23.0,133.0
24141,-22.0,133.0
24142,-21.0,133.0
24143,-20.0,133.0
24144,-19.0,133.0
24145,-18.0,133.0
24146,-17.0,133.0
24147,-16.0,133.0
24148,-15.0,133.0
24149,-14.0,133.0
24150,-13.0,133.0
24151,-12.0,133.0
24206,43.0,133.0
24207,44.0,133.0
24208,45.0,133.0
24209,46.0,133.0
24210,47.0,133.0
24211,48.0,133.0
24212,49.0,133.0
24213,50.0,133.0
24214,51.0,133.0
24215,52.0,133.0
24216,53.0,133.0
24217,54.0,133.0
24218,55.0,133.0
24219,56.0,133.0
24220,57.0,133.0
24221,58.0,133.0
24222,59.0,133.0
24223,60.0,133.0
24224,61.0,133.0
24225,62.0,133.0
24226,63.0,133.0
24227,64.0,133.0
24228,65.0,133.0
24229,66.0,133.0
24230,67.0,133.0
24231,68.0,133.0
24232,69.0,133.0
24233,70.0,133.0
24234,71.0,133.0
24254,-90.0,134.0
24255,-89.0,134.0
24256,-88.0,134.0
24257,-87.0,134.0
24258,-86.0,134.0
24259,-85.0,134.0
24260,-84.0,134.0
24261,-83.0,134.0
24262,-82.0,134.0
24263,-81.0,134.0
24264,-80.0,134.0
24265,-79.0,134.0
24266,-78.0,134.0
24267,-77.0,134.0
24268,-76.0,134.0
24269,-75.0,134.0
24270,-74.0,134.0
24271,-73.0,134.0
24272,-72.0,134.0
24273,-71.0,134.0
24274,-70.0,134.0
24275,-69.0,134.0
24276,-68.0,134.0
24277,-67.0,134.0
24312,-32.0,134.0
24313,-31.0,134.0
24314,-30.0,134.0
24315,-29.0,134.0
24316,-28.0,134.0
24317,-27.0,134.0
24318,-26.0,134.0
24319,-25.0,134.0
24320,-24.0,134.0
24321,-23.0,134.0
24322,-22.0,134.0
24323,-21.0,134.0
24324,-20.0,134.0
24325,-19.0,134.0
24326,-18.0,134.0
24327,-17.0,134.0
24328,-16.0,134.0
24329,-15.0,134.0
24330,-14.0,134.0
24331,-13.0,134.0
24388,44.0,134.0
24389,45.0,134.0
24390,46.0,134.0
24391,47.0,134.0
24392,48.0,134.0
24393,49.0,134.0
24394,50.0,134.0
24395,51.0,134.0
